/sentence/@id;/sentence/#id;/sentence/aspectTerms/aspectTerm/@from;polarity;aspect_term;/sentence/aspectTerms/aspectTerm/@to;sentence
727;245;;;;;When the buyer returned it Wal Mart just boxed it, taped it shut  resold it as new.
3001;246;;;;;What a great little laptop.
1259;247;200;positive;software;208;Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.
2938;248;11;negative;volume;17;I wish the volume could be louder and the mouse didnt break after only a month.
2938;248;42;negative;mouse;47;I wish the volume could be louder and the mouse didnt break after only a month.
2574;249;45;positive;touchpad;53;I play a lot of casual games online, and the touchpad is very responsive.
2351;250;100;positive;boots up;108;Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.
526;251;47;negative;hard drive;57;It caught a virus that completely wiped out my hard drive in a matter of hours.
2891;252;;;;;WOULD PAY MORE FOR IT IF I HAD TOO!
2717;253;;;;;Couldn't keep a page up you were working on!
3020;254;46;positive;look and feel standpoint;70;It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.
2541;255;61;negative;safari;67;the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.
2541;255;83;negative;safari;89;the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.
2541;255;110;positive;Mozzilla firfox;125;the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.
1069;256;4;negative;Bluetooth;13;The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.
1069;256;44;negative;fingerprint reader driver;69;The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.
1069;256;94;negative;software;102;The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.
1553;257;6;positive;battery;13;Great battery, speed, display.
1553;257;15;positive;speed;20;Great battery, speed, display.
1553;257;22;positive;display;29;Great battery, speed, display.
355;258;;;;;I would not recommend this product to anyone.
602;259;;;;;I like to use it at the race track to handiecap the horse races.
2502;260;;;;;I was given a Mac as a birthday present and couldn't be happier with it 3 years later.
2874;261;4;positive;delivery;12;The delivery was fast, and I would not hesitate to purchase this laptop again.
2385;262;29;positive;battery life;41;I've been impressed with the battery life and the performance for such a small amount of memory.
2385;262;50;positive;performance;61;I've been impressed with the battery life and the performance for such a small amount of memory.
2385;262;89;negative;memory;95;I've been impressed with the battery life and the performance for such a small amount of memory.
198;263;;;;;do a quick search on the internet see if im the only one.
211;264;;;;;I'm extremely happy with my purchase as I now have the portable power I have been looking for.
1654;265;5;positive;applications;17;It's applications are terrific, including the replacements for Microsoft office.
1654;265;63;positive;Microsoft office;79;It's applications are terrific, including the replacements for Microsoft office.
3058;266;35;negative;Resolution;45;they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.
3058;266;47;negative;appearance;57;they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.
3058;266;59;negative;cooling system;73;they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.
3058;266;75;negative;graphics card;88;they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.
1937;267;21;negative;built-in webcam;36;I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.
1937;267;41;negative;built-in mic;53;I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.
1937;267;269;negative;cam;272;I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.
1937;267;277;negative;mic;280;I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.
104;268;53;neutral;Windows Vista;66;Is this partially due to the fact that it is running Windows Vista?
419;269;;;;;You might think, I am new in this game, but I am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast.
630;270;;;;;I was informed that I need to call some 0900 number first.
694;271;;;;;I really wanted a Mac over a pc because I used a Mac in high school.
189;272;;;;;"1) Payed $2200 for a ""premium"" laptop"
2616;273;;;;;I BOUGHT THEM FOR MY COLLEGE AGE GRANDCHILDREN AND THESE MACS ARE TOTALLY RELIABLE AND SUPPORT THEIR CLASS WORK 100% OF THE TIME.
1417;274;6;negative;board;11;  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.
1417;274;22;negative;connector;31;  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.
1417;274;41;negative;power supply;53;  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.
1417;274;72;negative;warrenty;80;  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.
1417;274;93;negative;power supply;105;  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.
1045;275;;;;;Do not purchase this laptop.
2886;276;115;positive;ethernet;123;My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!
2886;276;85;positive;works;90;My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!
